Straat;Huisnr.;Toev.;Postcode;Plaats;Makelaar;Tel makelaar;Aanmeldingsoort;Huidige prijs;Koop conditie;Prijs per m2;Transactie prijs / huur;Transactieprijs per m2;Huidige huur;Huur conditie;Vertrouwelijk;Datum aanmelding;Voorbehoud vanaf;Voorbehoud tot;Datum afmelding;Ondertekening akte;Transactiedatum;Transportdatum;Ontb. voorwaarden FIN;Waarborg;Dagen op de markt;Woonoppervlakte;Inhoud woning;Perceel oppervlak ;Overige inpandige ruimte;Externe bergruimte;Gebouwgeb. buitenruimte;Woonkamer;Bouwjaar / Periode;Aantal kamers;Aantal slaapkamers;Soort OG;Soort woning;Soort appartement;Type woning;Kwaliteit woning;Subtype woning/appartement;(Voorlopig) energielabel;Energie index;Energie einddatum;Status;Medeaanmelders;Prijs aanvaarding;Aantal prijswijzigingen;Aangemeld voor;Prijswijziging 1;Datum;Verschil;Prijswijziging 2;Datum;Verschil;Prijswijziging 3;Datum;Verschil;Prijswijziging 4;Datum;Verschil;Prijswijziging 5;Datum;Verschil
Mijndenhof;138;;1106 GT;AMSTERDAM;Makelaarsgroep Ameo, Diemen ;020-2420121;In verkoop genomen;€ 319,000;Kosten koper;€ 3,190;€ 335,000;€ 3,350;  ;;nee;12-6-2019;2-8-2019;2-8-2019;3-8-2019;5-7-2019;5-7-2019;4-11-2019;;;24;100;333;140;;20;;;1981;5;3;Woonhuis;eengezinswoning;;tussenwoning;normaal;;C;;24-5-2029;Verkocht;;in overleg;0;€ 319,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Gibraltarstraat;105;I;1055 NM;AMSTERDAM;Boomsma & Bruinsma Makelaars ;020-6733103;In verkoop genomen;€ 319,000;Kosten koper;€ 5,696;€ 329,000;€ 5,875;  ;;nee;14-6-2019;12-7-2019;;12-8-2019;12-7-2019;12-7-2019;12-8-2019;;;29;56;192;;;6;2;;1937;3;2;Appartement;;portiekflat;;;;D;;13-5-2029;Verkocht;;in overleg;0;€ 319,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Burgemeester Hogguerstraat;397;E;1064 CS;AMSTERDAM;Eefje Voogd Makelaardij B.V. ;020-3050560;Direct verkocht;€ 319,000;Vrij op naam;€ 6,019;€ 319,000;€ 6,019;  ;;nee;9-8-2019;;;19-8-2019;9-8-2019;9-8-2019;16-10-2019;;;1;53;159;;;;;;1965;2;1;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 319,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Heliotroopstraat;5;;1032 BA;Amsterdam;Hoekstra & Van Eck Amsterdam-Noord ;020-6341332;In verkoop genomen;€ 320,000;Kosten koper;€ 3,516;€ 381,000;€ 4,187;  ;;nee;1-4-2019;3-5-2019;3-5-2019;27-6-2019;2-5-2019;2-5-2019;27-6-2019;;;32;91;350;;;4;;;1926;4;3;Appartement;;benedenwoning;;;;;;;Verkocht;;in overleg;0;€ 320,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Krugerstraat;25;#NAME?;1091 LD;Amsterdam;Hoekstra & Van Eck Amsterdam-Noord ;020-6341332;In verkoop genomen;€ 320,000;Kosten koper;€ 5,333;€ 320,000;€ 5,333;  ;;nee;1-5-2019;12-7-2019;12-7-2019;19-7-2019;14-6-2019;14-6-2019;19-7-2019;;;45;60;205;;;6;2;;1930;3;2;Appartement;;tussenverdieping;;;;;;;Verkocht;;in overleg;0;€ 320,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hertspieghelweg;78;I;1055 KT;AMSTERDAM;VLIEG Makelaars OG ;020-5247430;In verkoop genomen;€ 320,000;Kosten koper;€ 5,000;€ 351,100;€ 5,486;  ;;nee;2-5-2019;23-5-2019;;13-6-2019;20-5-2019;20-5-2019;12-8-2019;;;19;64;198;;;9;3;;1950;3;2;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 320,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Adolphine Eduardine Kokplantsoen;56;;1063 PW;AMSTERDAM;Smit & Heinen Makelaars en Taxateurs o/z ;020-6727074;In verkoop genomen;€ 320,000;Kosten koper;€ 3,441;€ 325,000;€ 3,495;  ;;nee;8-5-2019;21-6-2019;;29-6-2019;21-6-2019;21-6-2019;23-8-2019;;;45;93;272;;;6;20;;1997;3;2;Appartement;;galerijflat;;;;C;;14-5-2029;Verkocht;;in overleg;0;€ 320,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Heemstedestraat;62;1;1058 NP;AMSTERDAM;Geldhof Makelaardij o.g. ;020-6765935;In verkoop genomen;€ 320,000;Kosten koper;€ 5,818;€ 337,500;€ 6,136;  ;;nee;17-5-2019;28-5-2019;;10-7-2019;3-6-2019;3-6-2019;12-7-2019;;;18;55;159;;;4;5;;1934;3;2;Appartement;;bovenwoning;;;;E;2.01;25-5-2021;Verkocht;;in overleg;0;€ 320,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Postjeskade;10;II;1057 DS;AMSTERDAM;Dames van Vermeer B.V. ;203626450;In verkoop genomen;€ 320,000;Kosten koper;€ 6,275;€ 352,000;€ 6,902;  ;;nee;17-5-2019;29-5-2019;19-6-2019;17-6-2019;29-5-2019;29-5-2019;15-8-2019;;;13;51;170;;1;5;7;;1949;2;1;Appartement;;bovenwoning;;;;C;;26-4-2029;Verkocht;;in overleg;0;€ 320,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Herculesstraat;124;-1;1076 ST;AMSTERDAM;Kuijs Reinder Kakes ;020-6265361;In verkoop genomen;€ 320,000;Kosten koper;€ 5,926;€ 326,000;€ 6,037;  ;;nee;28-6-2019;25-7-2019;29-7-2019;30-7-2019;25-7-2019;25-7-2019;19-9-2019;;;28;54;183;;;6;;;1930;2;1;Appartement;;bovenwoning;;;;E;;15-2-2027;Verkocht;;direct;0;€ 320,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Neptunusplein;9;;1033 XB;AMSTERDAM;11 Makelaars B.V. ;0900-3332211;In verkoop genomen;€ 324,011;Kosten koper;€ 5,312;€ 324,011;€ 5,312;  ;;nee;4-4-2019;15-5-2019;13-6-2019;7-6-2019;10-5-2019;10-5-2019;19-7-2019;;;37;61;257;85;5;5;;;1923;4;3;Woonhuis;eengezinswoning;;tussenwoning;normaal;;F;;3-4-2029;Verkocht;;in overleg;0;€ 324,011;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Willem de Zwijgerlaan;62;#NAME?;1056 JT;AMSTERDAM;11 Makelaars Amsterdam ;020 2050208;In verkoop genomen;€ 324,011;Kosten koper;€ 5,786;€ 341,500;€ 6,098;  ;;nee;9-5-2019;13-6-2019;28-6-2019;1-7-2019;7-6-2019;7-6-2019;15-10-2019;;;30;56;195;;;;;;1934;3;0;Appartement;;bovenwoning;;;;D;;2-4-2029;Verkocht;;in overleg;0;€ 324,011;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Madurastraat;75;A;1094 GH;AMSTERDAM;Makelaarsland B.V. ;088-2002000;In verkoop genomen;€ 325,000;Kosten koper;€ 7,065;€ 320,000;€ 6,957;  ;;nee;19-11-2018;;;7-8-2019;17-7-2019;17-7-2019;16-8-2019;;;241;46;139;;;8;;;1913;2;1;Appartement;;benedenwoning;;;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Lanseloetstraat;39;#NAME?;1055 BC;Amsterdam;Hoekstra & van Eck Amsterdam West ;020 2051070;In verkoop genomen;€ 325,000;Kosten koper;€ 6,019;€ 325,000;€ 6,019;  ;;nee;19-11-2018;27-6-2019;27-6-2019;1-7-2019;16-5-2019;16-5-2019;4-7-2019;;;179;54;185;;;5;;;1940;2;1;Appartement;;benedenwoning;;;;D;;15-11-2028;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bezembinderspad;5;;1033 ZW;Amsterdam;Hoekstra & Van Eck Amsterdam-Noord ;020-6341332;In verkoop genomen;€ 325,000;Kosten koper;€ 3,316;€ 325,000;€ 3,316;  ;;nee;12-2-2019;20-5-2019;20-5-2019;3-6-2019;8-4-2019;8-4-2019;3-6-2019;;;56;98;330;107;;6;;;1989;4;3;Woonhuis;eengezinswoning;;tussenwoning;;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Lindengracht;128;3A;1015 KK;AMSTERDAM;Makelaarsland B.V. ;088-2002000;In verkoop genomen;€ 325,000;Kosten koper;€ 9,028;€ 320,000;€ 8,889;  ;;nee;18-2-2019;;;13-6-2019;24-5-2019;24-5-2019;11-6-2019;;;96;36;100;;;;3;;1996;2;1;Appartement;;bovenwoning;;;;C;;28-11-2026;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bijlmerdreef;1429;;1103 SC;AMSTERDAM;Fris Makelaardij Amsterdam B.V. ;020-3017715;In verkoop genomen;€ 325,000;Kosten koper;€ 2,754;€ 361,500;€ 3,064;  ;;nee;19-2-2019;19-3-2019;;18-6-2019;21-3-2019;21-3-2019;10-5-2019;;;31;118;420;494;;5;;;2007;5;4;Woonhuis;eengezinswoning;;tussenwoning;;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Marathonweg;13;III;1076 SX;AMSTERDAM;Eefje Voogd Makelaardij B.V. ;020-3050560;In verkoop genomen;€ 325,000;Kosten koper;€ 7,738;€ 336,000;€ 8,000;  ;;nee;21-2-2019;21-3-2019;2-5-2019;27-5-2019;21-3-2019;21-3-2019;16-5-2019;;;29;42;130;;;7;7;;1926;2;1;Appartement;;bovenwoning;;;;C;;1-11-2028;Verkocht;;direct;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Henk Curierekade;62;;1013 CH;Amsterdam;Hoekstra & Van Eck Amsterdam-Noord ;020-6341332;In verkoop genomen;€ 325,000;Kosten koper;€ 5,000;€ 360,000;€ 5,538;  ;;nee;27-2-2019;25-3-2019;25-3-2019;12-8-2019;20-3-2019;20-3-2019;12-8-2019;;;22;65;200;;;5;4;;1988;2;1;Appartement;;portiekflat;;;;C;;11-11-2027;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Jacob Krusestraat;38;;1106 ZL;AMSTERDAM;Jansen Smit Makelaars Taxateurs ;020-2619166;In verkoop genomen;€ 325,000;Kosten koper;€ 2,425;€ 351,100;€ 2,620;  ;;nee;1-3-2019;29-3-2019;;31-5-2019;29-3-2019;29-3-2019;31-5-2019;;;29;134;450;123;;6;;;1986;6;5;Woonhuis;eengezinswoning;;hoekwoning;normaal;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Retiefstraat;6;A;1092 XC;AMSTERDAM;Hallie & Van Klooster Makelaardij ;020-6816716;In verkoop genomen;€ 325,000;Kosten koper;€ 5,702;€ 352,750;€ 6,189;  ;;nee;4-3-2019;;;5-6-2019;5-4-2019;5-4-2019;5-6-2019;;;33;57;157;;;3;;;1917;2;1;Appartement;;benedenwoning;;;;A;;13-7-2028;Verkocht;1;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Goudsbloemstraat;30;III;1015 JP;AMSTERDAM;Pim de Jong Makelaars ;020 7729669;In verkoop genomen;€ 325,000;Kosten koper;€ 7,558;€ 305,000;€ 7,093;  ;;nee;8-3-2019;26-6-2019;;12-8-2019;26-6-2019;26-6-2019;24-7-2019;;;111;43;137;;;;5;;;2;1;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Osdorpplein;149;;1068 SR;Amsterdam;Hoekstra & van Eck Amsterdam West ;020 2051070;In verkoop genomen;€ 325,000;Kosten koper;€ 3,736;€ 317,500;€ 3,649;  ;;nee;11-3-2019;18-4-2019;23-5-2019;24-5-2019;18-4-2019;18-4-2019;27-5-2019;;;39;87;270;;;6;10;;1998;3;2;Appartement;;portiekwoning;;;;B;;14-2-2029;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Gieterij;32;;1021 ND;AMSTERDAM;Makelaardij van der Linden Amsterdam ;020-5712712;In verkoop genomen;€ 325,000;Kosten koper;€ 6,019;€ 325,000;€ 6,019;  ;;nee;11-3-2019;8-4-2019;;5-7-2019;30-4-2019;30-4-2019;2-7-2019;;;51;54;141;;;3;10;20;1985;2;1;Appartement;;portiekwoning;;;;C;1.39;23-9-2024;Verkocht;;direct;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Zaanstraat;274;;1013 SB;AMSTERDAM;Edens Makelaardij ;(+31) 20 244 19 73;In verkoop genomen;€ 325,000;Kosten koper;€ 6,250;€ 363,000;€ 6,981;  ;;nee;11-3-2019;2-4-2019;14-5-2019;7-8-2019;2-4-2019;2-4-2019;3-6-2019;;;23;52;168;;;1;5;;1918;3;2;Appartement;;bovenwoning;;;;B;1.24;16-6-2019;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Jan Haringstraat;1;A1;1056 XE;AMSTERDAM;Makelaardij Prins van Wijngaarden ;+ 31 50 2092140;In verkoop genomen;€ 325,000;Kosten koper;€ 5,804;€ 377,000;€ 6,732;  ;;nee;20-3-2019;9-4-2019;;10-6-2019;9-4-2019;9-4-2019;15-7-2019;;;21;56;145;;;;10;;1933;3;1;Appartement;;bovenwoning;;;;E;;9-9-2025;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
De Bazelhof;26;;1067 LZ;AMSTERDAM;ERA Van De Steege ;020-6100151;In verkoop genomen;€ 325,000;Kosten koper;€ 2,982;€ 353,500;€ 3,243;  ;;nee;21-3-2019;3-5-2019;;4-6-2019;3-5-2019;3-5-2019;15-8-2019;;;44;109;294;92;;8;;;1957;5;4;Woonhuis;eengezinswoning;;tussenwoning;normaal;;D;;13-3-2029;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Middenweg;480;;1097 VD;AMSTERDAM;Isaak Makelaardij o.g. B.V. ;020-6202022;In verkoop genomen;€ 325,000;Kosten koper;€ 5,078;€ 337,500;€ 5,273;  ;;nee;21-3-2019;18-4-2019;;8-7-2019;1-5-2019;1-5-2019;10-7-2019;;;42;64;250;;;4;41;;1925;3;2;Appartement;;benedenwoning;;;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Trouringhstraat;36;#NAME?;1055 HC;Amsterdam;Hoekstra & van Eck Amsterdam West ;020 2051070;In verkoop genomen;€ 325,000;Kosten koper;€ 6,500;€ 375,000;€ 7,500;  ;;nee;25-3-2019;17-4-2019;17-4-2019;10-7-2019;11-4-2019;11-4-2019;15-7-2019;;;18;50;170;;;12;9;;1940;3;2;Appartement;;benedenwoning;;;;E;;19-3-2029;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hoofdweg;224;H;1057 DG;AMSTERDAM;Makelaardij van der Linden Amsterdam ;020-5712712;In verkoop genomen;€ 325,000;Kosten koper;€ 5,702;€ 305,000;€ 5,351;  ;;nee;25-3-2019;11-6-2019;;12-7-2019;21-6-2019;21-6-2019;10-7-2019;;;89;57;148;;;7;;16;1924;2;1;Appartement;;benedenwoning;;;;D;1.63;22-4-2026;Verkocht;;direct;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Wolbrantskerkweg;76;A;1069 DA;AMSTERDAM;Makelaarsland B.V. ;088-2002000;In verkoop genomen;€ 325,000;Kosten koper;€ 3,571;€ 325,100;€ 3,573;  ;;nee;27-3-2019;2-8-2019;;19-8-2019;11-7-2019;11-7-2019;22-8-2019;;;107;91;280;;;4;;;2004;3;2;Appartement;;portiekflat;;;;C;;25-3-2029;Verkocht;;in overleg;2;€ 350,000;€ 339,000;22-5-2019;€ 11,000;€ 325,000;17-6-2019;€ 14,000;  ;;  ;  ;;  ;  ;;  
Sint Willibrordusstraat;79;IV;1073 VA;AMSTERDAM;Bridges Makelaardij B.V. ;020-8950695;In verkoop genomen;€ 325,000;Kosten koper;€ 7,738;€ 390,200;€ 9,290;  ;;nee;27-3-2019;12-4-2019;;10-7-2019;12-4-2019;12-4-2019;27-5-2019;;;17;42;110;;;;33;;;2;1;Appartement;;bovenwoning;;;;A;1.01;10-4-2029;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kempenlaan;145;;1066 RB;AMSTERDAM;Linger OG ;020-623 63 77;In verkoop genomen;€ 325,000;Kosten koper;€ 3,869;€ 332,750;€ 3,961;  ;;nee;28-3-2019;24-4-2019;;18-6-2019;24-4-2019;24-4-2019;23-5-2019;;;28;84;251;;;3;6;;1994;3;2;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Transvaalkade;84;HS;1091 LN;AMSTERDAM;De Heren van Snoek Makelaardij B.V. ;020-4630100;In verkoop genomen;€ 325,000;Kosten koper;€ 5,702;€ 381,084;€ 6,686;  ;;nee;29-3-2019;25-4-2019;;2-7-2019;25-4-2019;25-4-2019;31-7-2019;;;28;57;220;;;;;;1921;3;2;Appartement;;benedenwoning;;;;C;1.68;9-12-2028;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Joost Bilhamerstraat;5;;1067 AX;AMSTERDAM;Makelaardij van der Linden Amsterdam ;020-5712712;In verkoop genomen;€ 325,000;Kosten koper;€ 3,155;€ 326,000;€ 3,165;  ;;nee;29-3-2019;20-5-2019;;5-6-2019;22-5-2019;22-5-2019;29-8-2019;;;55;103;347;121;;;;;1955;6;5;Woonhuis;eengezinswoning;;tussenwoning;normaal;Repeterend permanent;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rengerskerkestraat;16;;1069 HV;AMSTERDAM;ERA Van De Steege ;020-6100151;In verkoop genomen;€ 325,000;Kosten koper;€ 3,066;€ 330,000;€ 3,113;  ;;nee;29-3-2019;29-5-2019;;12-6-2019;29-5-2019;29-5-2019;28-6-2019;;;62;106;265;;;;10;;2010;3;2;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hildo Kropplein;18;;1019 ET;AMSTERDAM;Geldhof Makelaardij o.g. ;020-6765935;In verkoop genomen;€ 325,000;Kosten koper;€ 4,577;€ 340,000;€ 4,789;  ;;nee;29-3-2019;16-4-2019;;26-7-2019;24-4-2019;24-4-2019;11-7-2019;;;27;71;210;;;4;5;;1987;3;2;Appartement;;bovenwoning;;;;C;1.35;18-5-2021;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Sportstraat;21;I;1076 TP;AMSTERDAM;Ramón Mossel Makelaardij o.g. B.V. ;020-3052662;In verkoop genomen;€ 325,000;Kosten koper;€ 7,558;€ 338,000;€ 7,860;  ;;nee;29-3-2019;8-5-2019;27-5-2019;28-5-2019;29-4-2019;29-4-2019;17-6-2019;;;32;43;143;;1;10;8;;1931;2;1;Appartement;;bovenwoning;;;;A;;19-11-2020;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Mandenmakerspad;14;;1033 ZT;AMSTERDAM;Linger OG ;020-623 63 77;In verkoop genomen;€ 325,000;Kosten koper;€ 3,316;€ 350,000;€ 3,571;  ;;nee;1-4-2019;24-4-2019;;2-7-2019;24-4-2019;24-4-2019;2-7-2019;;;24;98;323;108;;6;;;;4;3;Woonhuis;eengezinswoning;;tussenwoning;eenvoudig;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Edammerstraat;8;;1023 VB;Amsterdam;Hoekstra & Van Eck Amsterdam-Noord ;020-6341332;In verkoop genomen;€ 325,000;Kosten koper;€ 6,132;€ 375,008;€ 7,076;  ;;nee;1-4-2019;28-5-2019;28-5-2019;25-6-2019;30-4-2019;30-4-2019;25-6-2019;;;30;53;250;123;20;;;;1926;3;2;Woonhuis;eengezinswoning;;hoekwoning;;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eduard Meijerstraat;3;;1067 RW;Amsterdam;Hoekstra & van Eck Amsterdam West ;020 2051070;In verkoop genomen;€ 325,000;Kosten koper;€ 3,495;€ 320,500;€ 3,446;  ;;nee;4-4-2019;4-7-2019;4-7-2019;10-7-2019;13-6-2019;13-6-2019;12-7-2019;;;71;93;325;109;;4;;;1957;4;3;Woonhuis;eengezinswoning;;tussenwoning;;;C;;30-3-2029;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Cilliersstraat;6;E;1092 VP;AMSTERDAM;Eefje Voogd Makelaardij B.V. ;020-3050560;In verkoop genomen;€ 325,000;Kosten koper;€ 5,603;€ 359,500;€ 6,198;  ;;nee;4-4-2019;22-5-2019;;15-7-2019;22-5-2019;22-5-2019;24-7-2019;;;49;58;160;;;4;6;;1922;2;1;Appartement;;bovenwoning;;;;B;;4-4-2029;Verkocht;1;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Buiksloterweg;113;;1031 CJ;AMSTERDAM;Amstelland Makelaars B.V. ;020-3209080;In verkoop genomen;€ 325,000;Kosten koper;€ 4,167;€ 371,000;€ 4,756;  ;;nee;4-4-2019;29-4-2019;;4-6-2019;29-4-2019;29-4-2019;16-6-2019;;;26;78;238;;;4;11;;1994;3;2;Appartement;;galerijflat;;;;C;1.34;27-5-2019;Verkocht;;in overleg;1;€ 300,000;€ 325,000;4-4-2019;€ -25,000;  ;;  ;  ;;  ;  ;;  ;  ;;  
Jan Lievensstraat;19;;1074 TK;AMSTERDAM;Puur Makelaars Amsterdam Centrum B.V. ;020-8113330;In verkoop genomen;€ 325,000;Kosten koper;€ 6,250;€ 312,500;€ 6,010;  ;;nee;4-4-2019;12-6-2019;17-6-2019;20-6-2019;12-6-2019;12-6-2019;12-7-2019;;;70;52;185;;;5;;;;2;1;Appartement;;benedenwoning;;;;D;;9-4-2029;Verkocht;;in overleg;1;€ 350,000;€ 325,000;4-4-2019;€ 25,000;  ;;  ;  ;;  ;  ;;  ;  ;;  
Anne Kooistrahof;64;;1106 WH;AMSTERDAM;Makelaarsland B.V. ;088-2002000;In verkoop genomen;€ 325,000;Kosten koper;€ 3,037;€ 331,000;€ 3,093;  ;;nee;6-4-2019;3-7-2019;;28-6-2019;14-5-2019;14-5-2019;3-7-2019;;;39;107;355;103;;6;;;1986;6;5;Woonhuis;eengezinswoning;;tussenwoning;;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Potvisstraat;4;;1035 HK;AMSTERDAM;Urban Makelaars ;31203035090;In verkoop genomen;€ 325,000;Kosten koper;€ 4,063;€ 345,000;€ 4,313;  ;;nee;11-4-2019;28-4-2019;;21-6-2019;28-4-2019;28-4-2019;18-10-2019;;;18;80;270;104;;4;;;1991;3;2;Woonhuis;eengezinswoning;;tussenwoning;normaal;Repeterend permanent;B;;26-8-2023;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Esmoreitstraat;43;#NAME?;1055 CB;AMSTERDAM;Makelaarsgroep o.g. Commissaris ;020-6737370;In verkoop genomen;€ 325,000;Kosten koper;€ 5,603;€ 335,000;€ 5,776;  ;;nee;11-4-2019;29-4-2019;24-5-2019;28-6-2019;26-4-2019;26-4-2019;26-6-2019;;;16;58;150;;1;5;;;1940;3;2;Appartement;;benedenwoning;;;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Lutmastraat;39;II;1072 JN;AMSTERDAM;Kuijs Reinder Kakes ;020-6265361;In verkoop genomen;€ 325,000;Kosten koper;€ 5,328;€ 371,000;€ 6,082;  ;;nee;11-4-2019;6-5-2019;9-5-2019;29-5-2019;6-5-2019;6-5-2019;1-7-2019;;;26;61;196;;;;6;;1922;3;2;Appartement;;bovenwoning;;;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Jan van Zutphenstraat;59;;1069 RR;AMSTERDAM;Dokter makelaars ;020-6208816;In verkoop genomen;€ 325,000;Kosten koper;€ 4,643;€ 320,000;€ 4,571;  ;;nee;12-4-2019;;;29-7-2019;22-7-2019;22-7-2019;9-9-2019;;;102;70;223;;1;3;1;;2007;3;2;Appartement;;galerijflat;;;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Abrikozenstraat;82;;1033 KE;AMSTERDAM;Arthur de Bock Makelaardij ;0299-666641;In verkoop genomen;€ 325,000;Kosten koper;€ 3,869;€ 318,500;€ 3,792;  ;;nee;12-4-2019;28-6-2019;23-7-2019;11-7-2019;25-6-2019;25-6-2019;30-8-2019;;;75;84;295;146;;7;2;;1951;3;2;Woonhuis;eengezinswoning;;tussenwoning;normaal;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Hugo de Grootkade;6;III;1052 LP;AMSTERDAM;Amstelland Makelaars B.V. ;020-3209080;In verkoop genomen;€ 325,000;Kosten koper;€ 6,373;€ 349,500;€ 6,853;  ;;nee;12-4-2019;3-5-2019;;1-6-2019;3-5-2019;3-5-2019;1-7-2019;;;22;51;164;;;;1;;1889;2;1;Appartement;;bovenwoning;;;;D;;29-1-2019;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Pieter Calandlaan;510;;1060 TT;AMSTERDAM;Urban Makelaars ;31203035090;In verkoop genomen;€ 325,000;Kosten koper;€ 3,250;€ 332,500;€ 3,325;  ;;nee;13-4-2019;30-4-2019;;21-6-2019;30-4-2019;30-4-2019;2-9-2019;;;18;100;295;;;6;6;;1999;4;3;Appartement;;bovenwoning;;;;B;;27-2-2029;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Zuiderzeepark;44;;1024 MG;AMSTERDAM;Peters - de Jong Makelaardij in o.z. ;020-7711888;In verkoop genomen;€ 325,000;Kosten koper;€ 3,824;€ 330,000;€ 3,882;  ;;nee;15-4-2019;11-6-2019;;8-7-2019;6-6-2019;6-6-2019;1-10-2019;;;53;85;239;;;5;7;;1994;3;2;Appartement;;portiekflat;;;;;;;Verkocht;;in overleg;0;€ 325,000;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
