Straat;Huisnr.;Toev.;Postcode;Plaats;Makelaar;Tel makelaar;Aanmeldingsoort;Huidige prijs;Koop conditie;Prijs per m2;Transactie prijs / huur;Transactieprijs per m2;Huidige huur;Huur conditie;Vertrouwelijk;Datum aanmelding;Voorbehoud vanaf;Voorbehoud tot;Datum afmelding;Ondertekening akte;Transactiedatum;Transportdatum;Ontb. voorwaarden FIN;Waarborg;Dagen op de markt;Woonoppervlakte;Inhoud woning;Perceel oppervlak ;Overige inpandige ruimte;Externe bergruimte;Gebouwgeb. buitenruimte;Woonkamer;Bouwjaar / Periode;Aantal kamers;Aantal slaapkamers;Soort OG;Soort woning;Soort appartement;Type woning;Kwaliteit woning;Subtype woning/appartement;(Voorlopig) energielabel;Energie index;Energie einddatum;Status;Medeaanmelders;Prijs aanvaarding;Aantal prijswijzigingen;Aangemeld voor;Prijswijziging 1;Datum;Verschil;Prijswijziging 2;Datum;Verschil;Prijswijziging 3;Datum;Verschil;Prijswijziging 4;Datum;Verschil;Prijswijziging 5;Datum;Verschil
Wilhelminastraat;119;III;1054 WB;AMSTERDAM;Nieuw Amsterdams Huys ;020-2374768;In verhuur genomen; € - ;; € - ;€ 1,550;€ 28;€ 1,550;Per maand;nee;3-5-2019;1-6-2019;;28-5-2019;28-5-2019;28-5-2019;28-5-2019;;;26;55;185;;1;;5;;1905;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eerste Schinkelstraat;5;F;1075 TV;AMSTERDAM;27 Huis Makelaars BV ;020-4280721;In verhuur genomen; € - ;; € - ;€ 1,550;€ 34;€ 1,550;Per maand;nee;3-5-2019;;;27-5-2019;24-5-2019;24-5-2019;27-5-2019;;;22;45;125;;;;;;1900;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rooseveltlaan;219;-1;1079 AT;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,550;€ 19;€ 1,550;Per maand;nee;7-5-2019;;;6-6-2019;6-6-2019;6-6-2019;;;;31;80;208;;;;5;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Slingerbeekstraat;25;III;1078 BH;AMSTERDAM;Linger OG ;020-623 63 77;In verhuur genomen; € - ;; € - ;€ 1,550;€ 25;€ 1,550;Per maand;nee;7-5-2019;17-5-2019;;3-6-2019;31-5-2019;31-5-2019;;;;25;62;193;;;;6;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Finsenstraat;16;#NAME?;1098 RG;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,674;€ 21;€ 1,550;Per maand;nee;7-5-2019;;;28-6-2019;28-6-2019;28-6-2019;28-6-2019;;;53;80;208;;;5;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Ceintuurbaan;93;1;1072 EX;AMSTERDAM;Parree Makelaardij BV ;020-5353085;In verhuur genomen; € - ;; € - ;€ 1,550;€ 35;€ 1,550;Per maand;nee;7-5-2019;;;29-5-2019;29-5-2019;29-5-2019;;;;23;44;224;;;;;;1930;4;2;Appartement;;bovenwoning;;;;A;;25-3-2029;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bos en Lommerplantsoen;73;H;1055 AA;AMSTERDAM;JLG Real Estate B.V. ;020-3300031;In verhuur genomen; € - ;; € - ;€ 1,550;€ 30;€ 1,550;Per maand;nee;7-5-2019;;;25-6-2019;25-6-2019;25-6-2019;;;;50;52;155;;;;;;1960;2;1;Appartement;;benedenwoning;;;;B;;25-10-2026;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Riouwstraat;216;#NAME?;1094 ZC;Amsterdam;MVGM Amsterdam ;;In verhuur genomen; € - ;; € - ;€ 1,550;€ 31;€ 1,550;Per maand;nee;8-5-2019;;;24-7-2019;24-7-2019;24-7-2019;24-7-2019;;;78;50;130;;;;;;1939;2;1;Appartement;;benedenwoning;;;;;;;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Schinkelkade;14;3;1075 VG;AMSTERDAM;Vastgoed Unie ;020-3081600;In verhuur genomen; € - ;; € - ;€ 1,550;€ 26;€ 1,550;Per maand;nee;8-5-2019;;;28-6-2019;28-6-2019;28-6-2019;1-7-2019;;;52;60;150;;;;;;1900;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;1;€ 1,750;€ 1,550;13-5-2019;€ 200;  ;;  ;  ;;  ;  ;;  ;  ;;  
Pieter Aertszstraat;95;III;1073 SL;AMSTERDAM;Koops Makelaardij Amstelveen ;;In verhuur genomen; € - ;; € - ;€ 1,700;€ 28;€ 1,550;Per maand;nee;10-5-2019;;;18-7-2019;17-7-2019;17-7-2019;17-7-2019;;;69;60;162;;;;;;;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;2;€ 1,550;€ 1,600;27-5-2019;€ -50;€ 1,550;6-6-2019;€ 50;  ;;  ;  ;;  ;  ;;  
Haarlemmerweg;207;I;1051 LE;AMSTERDAM;Hoofdstad Makelaars ;020-6715150;In verhuur genomen; € - ;; € - ;€ 1,600;€ 37;€ 1,550;Per maand;nee;10-5-2019;;;20-6-2019;11-6-2019;11-6-2019;1-7-2019;;;33;43;142;;;;4;23;1901;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;2;€ 1,650;€ 1,600;18-5-2019;€ 50;€ 1,550;27-5-2019;€ 50;  ;;  ;  ;;  ;  ;;  
Leusdenhof;274;;1108 DM;AMSTERDAM;Amstel Makelaardij o.g. ;020- 238 63 00;In verhuur genomen; € - ;; € - ;€ 1,550;€ 20;€ 1,550;Per maand;nee;14-5-2019;25-5-2019;;29-5-2019;27-5-2019;27-5-2019;27-5-2019;;;14;77;242;;;4;4;;1980;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Scheepsbouwweg;163;;1033 DC;AMSTERDAM;HuisPortaal.nl B.V. ;857820000;In verhuur genomen; € - ;; € - ;€ 1,550;€ 21;€ 1,550;Per maand;nee;14-5-2019;;;3-6-2019;2-6-2019;2-6-2019;17-6-2019;;;20;73;180;;;5;;;2019;3;2;Woonhuis;eengezinswoning;;tussenwoning;luxe;Repeterend permanent;A;0.49;15-2-2029;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Jacob Obrechtstraat;21;-3;1071 KE;AMSTERDAM;Parree Makelaardij BV ;020-5353085;In verhuur genomen; € - ;; € - ;€ 1,550;€ 15;€ 1,550;Per maand;nee;15-5-2019;;;23-5-2019;21-5-2019;21-5-2019;;;;7;105;300;;;;;;1930;3;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Legmeerstraat;48;II;1058 NG;AMSTERDAM;Aemestelle Makelaars V.O.F. ;020-6794919;In verhuur genomen; € - ;; € - ;€ 1,550;€ 26;€ 1,550;Per maand;nee;15-5-2019;;;5-6-2019;1-6-2019;1-6-2019;1-6-2019;;;18;60;190;;;;4;;;2;0;Appartement;;bovenwoning;;;;D;;22-5-2027;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Van Kinsbergenstraat;78;;1057 PT;AMSTERDAM;HB Makelaardij B.V. ;020-6170379;In verhuur genomen; € - ;; € - ;€ 1,550;€ 24;€ 1,550;Per maand;nee;15-5-2019;;;3-6-2019;3-6-2019;3-6-2019;3-6-2019;;;20;65;152;;;;;;2011;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rustenburgerstraat;386;C;1072 HG;AMSTERDAM;Vastgoed Unie ;020-3081600;In verhuur genomen; € - ;; € - ;€ 1,550;€ 38;€ 1,550;Per maand;nee;17-5-2019;;;13-6-2019;13-6-2019;13-6-2019;1-7-2019;;;28;41;110;;;;4;;1904;2;1;Appartement;;bovenwoning;;;;C;1.72;3-7-2028;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Westlandgracht;77;2;1058 TP;AMSTERDAM;Dinant Makelaardij ;020-6699999;In verhuur genomen; € - ;; € - ;€ 1,550;€ 28;€ 1,550;Per maand;nee;18-5-2019;;;12-6-2019;12-6-2019;12-6-2019;;;;26;55;150;;;16;6;;1934;3;2;Appartement;;portiekwoning;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Bestevaerstraat;161;I;1055 TK;AMSTERDAM;MA Residences ;020-3418648;In verhuur genomen; € - ;; € - ;€ 1,550;€ 31;€ 1,550;Per maand;nee;21-5-2019;;;23-5-2019;23-5-2019;23-5-2019;23-5-2019;;;3;50;150;;;;;;;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Lindengracht;71;II;1015 KD;AMSTERDAM;MA Residences ;020-3418648;In verhuur genomen; € - ;; € - ;€ 1,550;€ 25;€ 1,550;Per maand;nee;21-5-2019;;;28-5-2019;28-5-2019;28-5-2019;28-5-2019;;;8;62;180;;;;;;;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Rosy Wertheimstraat;30;;1082 MZ;AMSTERDAM;Van Huis Uit Makelaars B.V. ;020-8903099;In verhuur genomen; € - ;; € - ;€ 1,550;€ 37;€ 1,550;Per maand;nee;20-5-2019;2-6-2019;;3-6-2019;27-5-2019;27-5-2019;3-6-2019;;;8;42;120;;;;;;2015;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Gerard Doustraat;33;1;1072 VK;Amsterdam;Inxxx Rentals ;614432411;In verhuur genomen; € - ;; € - ;€ 1,550;€ 37;€ 1,550;Per maand;nee;24-5-2019;;;2-7-2019;17-6-2019;17-6-2019;21-6-2019;;;25;42;110;;;;;;1930;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Barentszstraat;230;hs;1013 NT;Amsterdam;Interhouse Amsterdam ;020 8450527;In verhuur genomen; € - ;; € - ;€ 1,550;€ 26;€ 1,550;Per maand;nee;27-5-2019;;;12-8-2019;9-8-2019;9-8-2019;9-8-2019;;;75;60;156;;;;;;1883;2;1;Appartement;;benedenwoning;;;;D;;29-1-2025;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Volewijkshof;43;;1031 AG;AMSTERDAM;Hoen Makelaars B.V. ;020-3054444;In verhuur genomen; € - ;; € - ;€ 1,550;€ 17;€ 1,550;Per maand;nee;27-5-2019;;;1-7-2019;1-7-2019;1-7-2019;;;;36;92;300;;;;35;;2016;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Visseringstraat;67;;1051 MG;AMSTERDAM;Hallie & Van Klooster Makelaardij ;020-6816716;In verhuur genomen; € - ;; € - ;€ 1,550;€ 18;€ 1,550;Per maand;nee;28-5-2019;;;23-7-2019;25-6-2019;25-6-2019;1-7-2019;;;29;84;210;;;7;6;;2003;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Albert Cuypstraat;21;-4;1072 CK;AMSTERDAM;RE/MAX PRO ;020-3331107;In verhuur genomen; € - ;; € - ;€ 1,550;€ 34;€ 1,550;Per maand;nee;31-5-2019;8-6-2019;;30-6-2019;8-6-2019;8-6-2019;15-6-2019;;;9;45;140;;;;;;1886;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Woestduinstraat;33;#NAME?;1058 TA;AMSTERDAM;Nanninga & Burger Makelaardij og ;(+31) 20 225 00 42;Direct verhuurd; € - ;; € - ;€ 1,550;€ 26;€ 1,550;Per maand;nee;5-6-2019;;;5-6-2019;5-6-2019;5-6-2019;;;;1;60;200;;;;9;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Transvaalkade;132;HS;1091 LT;Amsterdam;Inxxx Rentals ;614432411;In verhuur genomen; € - ;; € - ;€ 1,550;€ 28;€ 1,550;Per maand;nee;6-6-2019;;;7-8-2019;1-8-2019;1-8-2019;1-8-2019;;;57;56;150;;;;;;1930;2;1;Appartement;;benedenwoning;;;;;;;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Stromarkt;51;;1012 SW;AMSTERDAM;Keizerskroon Makelaars ;020-4202222;In verhuur genomen; € - ;; € - ;€ 1,550;€ 39;€ 1,550;Per maand;nee;7-6-2019;;;3-7-2019;3-7-2019;3-7-2019;4-7-2019;;;27;40;120;;;;;;;1;0;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Jacob van Lennepkade;209;1;1054 ZP;AMSTERDAM;Residential Real Estate ;020-2044509;In verhuur genomen; € - ;; € - ;€ 1,550;€ 34;€ 1,550;Per maand;nee;7-6-2019;;;21-6-2019;21-6-2019;21-6-2019;21-6-2019;;;15;46;125;;;;;;1905;3;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Gerard Doustraat;33;II;1072 VK;Amsterdam;Inxxx Rentals ;614432411;In verhuur genomen; € - ;; € - ;€ 1,550;€ 34;€ 1,550;Per maand;nee;13-6-2019;;;2-7-2019;1-7-2019;1-7-2019;1-7-2019;;;19;45;120;;;;;;1930;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Middenweg;51;3;1098 AC;AMSTERDAM;Amsterdamse Maatschappij tot Beheer O.G. B.V. ;020-6760788;In verhuur genomen; € - ;; € - ;€ 1,550;€ 28;€ 1,550;Per maand;nee;14-6-2019;18-6-2019;;4-7-2019;26-6-2019;26-6-2019;;;;13;55;162;;;;;;;3;2;Appartement;;tussenverdieping;;;;C;;18-6-2028;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Middenweg;51;4;1098 AC;AMSTERDAM;Amsterdamse Maatschappij tot Beheer O.G. B.V. ;020-6760788;In verhuur genomen; € - ;; € - ;€ 1,550;€ 28;€ 1,550;Per maand;nee;14-6-2019;18-6-2019;;4-7-2019;26-6-2019;26-6-2019;;;;13;55;162;;;;;;1906;3;2;Appartement;;bovenwoning;;;;D;1.82;7-6-2029;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Ruysdaelstraat;97;#NAME?;1071 XC;AMSTERDAM;Rappange Makelaardij b.v. ;020-6240363;In verhuur genomen; € - ;; € - ;€ 1,550;€ 25;€ 1,550;Per maand;nee;14-6-2019;;;5-7-2019;5-7-2019;5-7-2019;5-7-2019;;;22;61;159;;;;;;1905;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Derde Schinkelstraat;31;E;1075 TK;AMSTERDAM;MA Residences ;020-3418648;In verhuur genomen; € - ;; € - ;€ 1,550;€ 39;€ 1,550;Per maand;nee;14-6-2019;;;12-7-2019;12-7-2019;12-7-2019;12-7-2019;;;29;40;120;;;;;;;2;1;Appartement;;benedenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Da Costastraat;39;H;1053 ZD;AMSTERDAM;PB Makelaars o.z. ;020-8203456;In verhuur genomen; € - ;; € - ;€ 1,550;€ 39;€ 1,550;Per maand;nee;14-6-2019;17-6-2019;;24-6-2019;17-6-2019;17-6-2019;17-6-2019;;;4;40;104;;;;;;;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nicolaas Anslijnstraat;164;;1068 WZ;AMSTERDAM;Pro makelaars ;088-5612345;In verhuur genomen; € - ;; € - ;€ 1,550;€ 19;€ 1,550;Per maand;nee;15-6-2019;;;15-7-2019;10-7-2019;10-7-2019;12-7-2019;;;26;82;260;;;6;6;;1963;3;2;Appartement;;maisonnette;;;;D;;1-6-2028;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Kruithuisstraat;4;;1018 WW;Amsterdam;Inxxx Rentals ;614432411;In verhuur genomen; € - ;; € - ;€ 1,550;€ 22;€ 1,550;Per maand;nee;17-6-2019;;;8-7-2019;1-7-2019;1-7-2019;2-7-2019;;;15;70;182;;;;;;1993;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Agamemnonstraat;16;3;1076 LT;AMSTERDAM;Mar. J. Heule Makelaardij b.v. ;020-6766633;In verhuur genomen; € - ;; € - ;€ 1,500;€ 21;€ 1,550;Per maand;nee;18-6-2019;;;12-7-2019;12-7-2019;12-7-2019;;;;25;71;198;;;;3;;1930;4;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Quellijnstraat;76;II-A;1072 XW;AMSTERDAM;BrinkBorgh Makelaardij ;020-6709992;In verhuur genomen; € - ;; € - ;€ 1,550;€ 37;€ 1,550;Per maand;nee;19-6-2019;;;17-7-2019;8-7-2019;8-7-2019;8-7-2019;;;20;42;110;;;;10;;1876;2;1;Appartement;;tussenverdieping;;;;C;;10-8-2026;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Wilhelminastraat;99;I;1054 VZ;Amsterdam;Fris Vastgoed Management ;020-3017730;In verhuur genomen; € - ;; € - ;€ 1,550;€ 32;€ 1,550;Per maand;nee;20-6-2019;;;25-7-2019;23-7-2019;23-7-2019;;;;34;49;180;;;;;;;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;1;€ 1,150;€ 1,550;21-6-2019;€ -400;  ;;  ;  ;;  ;  ;;  ;  ;;  
Maassluisstraat;392;;1062 GS;AMSTERDAM;Peter Bruin Makelaardij o.g. b.v. ;020-6768022;In verhuur genomen; € - ;; € - ;€ 1,600;€ 19;€ 1,550;Per maand;nee;25-6-2019;5-7-2019;;9-7-2019;9-7-2019;9-7-2019;1-8-2019;;;15;83;210;;;;5;;1965;4;3;Appartement;;bovenwoning;;;;C;;6-12-2026;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Lomanstraat;28;2;1075 RB;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,550;€ 25;€ 1,550;Per maand;nee;2-7-2019;;;14-7-2019;14-7-2019;14-7-2019;14-7-2019;;;13;62;150;;;;;;1913;1;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;1;€ 1,475;€ 1,550;3-7-2019;€ -75;  ;;  ;  ;;  ;  ;;  ;  ;;  
Driehoekstraat;56;;1015 GL;AMSTERDAM;Your Home Makelaardij ;020-3706020;In verhuur genomen; € - ;; € - ;€ 1,550;€ 24;€ 1,550;Per maand;nee;3-7-2019;25-7-2019;;1-8-2019;1-8-2019;1-8-2019;9-8-2019;;;30;65;160;;;;;;;3;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;1;€ 1,700;€ 1,550;22-7-2019;€ 150;  ;;  ;  ;;  ;  ;;  ;  ;;  
Galjootstraat;128;;1086 VE;Amsterdam;ViaDaan ;613137980;In verhuur genomen; € - ;; € - ;€ 1;€ 0;€ 1,550;Per maand;nee;4-7-2019;;;9-8-2019;1-8-2019;1-8-2019;;;;29;82;221;;;;;;2009;3;2;Appartement;;portiekwoning;;;;;;;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Boeckenburg;;;1082 CT;AMSTERDAM;Van Bussel Makelaars B.V. ;0578 700240;In verhuur genomen; € - ;; € - ;€ 1,550;€ 22;€ 1,550;Per maand;nee;5-7-2019;;;14-8-2019;14-8-2019;14-8-2019;;;;41;70;168;;;;;;;2;1;Appartement;;portiekflat;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Delistraat;18;1;1094 CW;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,550;€ 26;€ 1,550;Per maand;nee;2-7-2019;;;11-7-2019;11-7-2019;11-7-2019;11-7-2019;;;10;60;180;;;;;;1903;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Buiten Vissersstraat;6;;1013 GB;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,550;€ 28;€ 1,550;Per maand;nee;12-7-2019;;;16-8-2019;16-8-2019;16-8-2019;16-8-2019;;;36;55;140;;;;;;1005;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;1;€ 1,650;€ 1,550;7-8-2019;€ 100;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nieuwezijds Voorburgwal;324;E;1012 RW;AMSTERDAM;MA Residences ;020-3418648;In verhuur genomen; € - ;; € - ;€ 1,550;€ 33;€ 1,550;Per maand;nee;12-7-2019;;;31-7-2019;31-7-2019;31-7-2019;31-7-2019;;;20;47;120;;;;;;;2;1;Appartement;;tussenverdieping;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Eef Kamerbeekstraat;570;;1095 MP;AMSTERDAM;Vastgoed Unie ;020-3081600;In verhuur genomen; € - ;; € - ;€ 1,550;€ 27;€ 1,550;Per maand;nee;13-7-2019;;;7-8-2019;5-8-2019;5-8-2019;12-8-2019;;;24;57;132;;;;19;;2019;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Tweede Weteringdwarsstraat;59;A;1017 ST;AMSTERDAM;Gaikhorst Makelaars & Taxateurs o.g. ;020-6126664;In verhuur genomen; € - ;; € - ;€ 1,550;€ 34;€ 1,550;Per maand;nee;16-7-2019;;;7-8-2019;6-8-2019;6-8-2019;;;;22;46;170;;;;;;;2;1;Appartement;;benedenwoning;;;;A;;9-3-2025;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
De Wittenkade;150;III;1051 AN;AMSTERDAM;Nico Tel Makelaars o.g. B.V. ;020-3012949;In verhuur genomen; € - ;; € - ;€ 1,550;€ 23;€ 1,550;Per maand;nee;16-7-2019;19-7-2019;;1-8-2019;1-8-2019;1-8-2019;;;;17;67;200;;;8;3;;;2;1;Appartement;;bovenwoning;;;;D;;13-8-2024;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Nachtwachtlaan;339;;1058 EM;AMSTERDAM;Amsterdam Housing ;020-6717266;In verhuur genomen; € - ;; € - ;€ 1,550;€ 26;€ 1,550;Per maand;nee;17-7-2019;;;24-7-2019;24-7-2019;24-7-2019;24-7-2019;;;8;60;150;;;;;;1974;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Westerkade;11;A;1015 XD;AMSTERDAM;Dutch Real Estate Company Amsterdam ;020-7723460;In verhuur genomen; € - ;; € - ;€ 1,550;€ 32;€ 1,550;Per maand;nee;17-7-2019;1-8-2019;;5-8-2019;5-8-2019;5-8-2019;16-8-2019;;;20;48;130;;;;;;1906;2;1;Appartement;;beneden + bovenwoning;;;;B;;1-4-2022;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Lijnbaansgracht;160;#NAME?;1016 VX;AMSTERDAM;Groot Amsterdam Makelaardij B.V. ;020 - 6183320;In verhuur genomen; € - ;; € - ;€ 1,550;€ 29;€ 1,550;Per maand;nee;18-7-2019;;;21-8-2019;6-8-2019;6-8-2019;4-9-2019;;;20;53;160;;;;;;;3;2;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Tugelaweg;42;B;1092 VH;AMSTERDAM;Tweelwonen Leiden ;071-5246878;In verhuur genomen; € - ;; € - ;€ 1,550;€ 15;€ 1,550;Per maand;nee;19-7-2019;;;16-8-2019;16-8-2019;16-8-2019;16-8-2019;;;29;101;260;;;;;;2015;3;2;Appartement;;tussenverdieping;;;;;;;Verhuurd;;in overleg;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Westerdoksdijk;467;;1013 BX;AMSTERDAM;RE/MAX PRO ;020-3331107;In verhuur genomen; € - ;; € - ;€ 1,550;€ 26;€ 1,550;Per maand;nee;19-7-2019;;;7-8-2019;6-8-2019;6-8-2019;8-8-2019;;;19;60;190;;;;;;2008;2;1;Appartement;;bovenwoning;;;;A;;21-6-2024;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Orteliusstraat;70;;1057 BD;AMSTERDAM;Housingnet V.O.F. ;020-7601500;In verhuur genomen; € - ;; € - ;€ 1,550;€ 31;€ 1,550;Per maand;nee;23-7-2019;;;12-8-2019;12-8-2019;12-8-2019;18-8-2019;;;21;50;135;;;;;;1935;2;1;Appartement;;benedenwoning;;;;;;;Verhuurd;;direct;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
Heemstedestraat;13;2;1059 CX;AMSTERDAM;Dinant Makelaardij ;020-6699999;In verhuur genomen; € - ;; € - ;€ 1,550;€ 26;€ 1,550;Per maand;nee;29-7-2019;;;6-8-2019;6-8-2019;6-8-2019;;;;9;60;150;;;;5;;1900;2;1;Appartement;;bovenwoning;;;;;;;Verhuurd;;per datum;0;€ 1,550;  ;;  ;  ;;  ;  ;;  ;  ;;  ;  ;;  
